	Rope coordinates on image plane 
	x	y 
-0.154286	-0.142857
-0.152381	-0.142857
-0.150476	-0.142857
-0.148571	-0.142857
-0.146667	-0.142857
-0.144762	-0.142857
-0.15619	-0.140952
-0.154286	-0.140952
-0.152381	-0.140952
-0.150476	-0.140952
-0.148571	-0.140952
-0.146667	-0.140952
-0.144762	-0.140952
-0.16	-0.139048
-0.158095	-0.139048
-0.15619	-0.139048
-0.154286	-0.139048
-0.152381	-0.139048
-0.150476	-0.139048
-0.148571	-0.139048
-0.146667	-0.139048
-0.161905	-0.137143
-0.16	-0.137143
-0.158095	-0.137143
-0.15619	-0.137143
-0.154286	-0.137143
-0.152381	-0.137143
-0.150476	-0.137143
-0.16381	-0.135238
-0.161905	-0.135238
-0.16	-0.135238
-0.158095	-0.135238
-0.15619	-0.135238
-0.154286	-0.135238
-0.152381	-0.135238
-0.150476	-0.135238
-0.16381	-0.133333
-0.161905	-0.133333
-0.16	-0.133333
-0.158095	-0.133333
-0.15619	-0.133333
-0.154286	-0.133333
-0.152381	-0.133333
-0.150476	-0.133333
-0.16381	-0.131429
-0.161905	-0.131429
-0.16	-0.131429
-0.158095	-0.131429
-0.15619	-0.131429
-0.154286	-0.131429
-0.152381	-0.131429
-0.150476	-0.131429
-0.161905	-0.129524
-0.16	-0.129524
-0.158095	-0.129524
-0.15619	-0.129524
-0.154286	-0.129524
-0.152381	-0.129524
-0.150476	-0.129524
-0.16	-0.127619
-0.158095	-0.127619
-0.15619	-0.127619
-0.154286	-0.127619
-0.152381	-0.127619
-0.15619	-0.125714
-0.16381	-0.12
-0.161905	-0.12
-0.167619	-0.118095
-0.165714	-0.118095
-0.16381	-0.118095
-0.161905	-0.118095
-0.16	-0.118095
-0.158095	-0.118095
-0.169524	-0.11619
-0.167619	-0.11619
-0.165714	-0.11619
-0.16381	-0.11619
-0.161905	-0.11619
-0.16	-0.11619
-0.158095	-0.11619
-0.15619	-0.11619
-0.169524	-0.114286
-0.167619	-0.114286
-0.165714	-0.114286
-0.16381	-0.114286
-0.161905	-0.114286
-0.16	-0.114286
-0.158095	-0.114286
-0.15619	-0.114286
-0.169524	-0.112381
-0.167619	-0.112381
-0.165714	-0.112381
-0.16381	-0.112381
-0.161905	-0.112381
-0.16	-0.112381
-0.158095	-0.112381
-0.15619	-0.112381
-0.171429	-0.110476
-0.169524	-0.110476
-0.167619	-0.110476
-0.165714	-0.110476
-0.16381	-0.110476
-0.161905	-0.110476
-0.16	-0.110476
-0.158095	-0.110476
-0.15619	-0.110476
-0.171429	-0.108571
-0.169524	-0.108571
-0.167619	-0.108571
-0.165714	-0.108571
-0.16381	-0.108571
-0.161905	-0.108571
-0.16	-0.108571
-0.158095	-0.108571
-0.171429	-0.106667
-0.169524	-0.106667
-0.167619	-0.106667
-0.165714	-0.106667
-0.16381	-0.106667
-0.161905	-0.106667
-0.16	-0.106667
-0.171429	-0.104762
-0.169524	-0.104762
-0.167619	-0.104762
-0.165714	-0.104762
-0.16381	-0.104762
-0.161905	-0.104762
-0.173333	-0.102857
-0.171429	-0.102857
-0.169524	-0.102857
-0.167619	-0.102857
-0.165714	-0.102857
-0.16381	-0.102857
-0.161905	-0.102857
-0.16	-0.102857
-0.175238	-0.100952
-0.173333	-0.100952
-0.171429	-0.100952
-0.169524	-0.100952
-0.167619	-0.100952
-0.165714	-0.100952
-0.16381	-0.100952
-0.161905	-0.100952
-0.16	-0.100952
-0.177143	-0.0990476
-0.175238	-0.0990476
-0.173333	-0.0990476
-0.171429	-0.0990476
-0.169524	-0.0990476
-0.167619	-0.0990476
-0.165714	-0.0990476
-0.16381	-0.0990476
-0.161905	-0.0990476
-0.16	-0.0990476
-0.177143	-0.0971429
-0.175238	-0.0971429
-0.173333	-0.0971429
-0.171429	-0.0971429
-0.169524	-0.0971429
-0.167619	-0.0971429
-0.165714	-0.0971429
-0.16381	-0.0971429
-0.161905	-0.0971429
-0.177143	-0.0952381
-0.175238	-0.0952381
-0.173333	-0.0952381
-0.171429	-0.0952381
-0.169524	-0.0952381
-0.167619	-0.0952381
-0.165714	-0.0952381
-0.175238	-0.0933333
-0.173333	-0.0933333
-0.171429	-0.0933333
-0.169524	-0.0933333
-0.167619	-0.0933333
-0.165714	-0.0933333
-0.177143	-0.0914286
-0.175238	-0.0914286
-0.173333	-0.0914286
-0.171429	-0.0914286
-0.169524	-0.0914286
-0.167619	-0.0914286
-0.165714	-0.0914286
-0.16381	-0.0914286
-0.177143	-0.0895238
-0.175238	-0.0895238
-0.173333	-0.0895238
-0.171429	-0.0895238
-0.169524	-0.0895238
-0.167619	-0.0895238
-0.165714	-0.0895238
-0.16381	-0.0895238
-0.177143	-0.0895238
-0.175238	-0.0895238
-0.173333	-0.0895238
-0.171429	-0.0895238
-0.169524	-0.0895238
-0.167619	-0.0895238
-0.165714	-0.0895238
-0.16381	-0.0895238
-0.179048	-0.087619
-0.177143	-0.087619
-0.175238	-0.087619
-0.173333	-0.087619
-0.171429	-0.087619
-0.169524	-0.087619
-0.167619	-0.087619
-0.165714	-0.087619
-0.16381	-0.087619
-0.179048	-0.0857143
-0.177143	-0.0857143
-0.175238	-0.0857143
-0.173333	-0.0857143
-0.171429	-0.0857143
-0.169524	-0.0857143
-0.167619	-0.0857143
-0.165714	-0.0857143
-0.16381	-0.0857143
-0.179048	-0.0838095
-0.177143	-0.0838095
-0.175238	-0.0838095
-0.173333	-0.0838095
-0.171429	-0.0838095
-0.169524	-0.0838095
-0.167619	-0.0838095
-0.165714	-0.0838095
-0.16381	-0.0838095
-0.177143	-0.0819048
-0.175238	-0.0819048
-0.173333	-0.0819048
-0.171429	-0.0819048
-0.169524	-0.0819048
-0.167619	-0.0819048
-0.165714	-0.0819048
-0.175238	-0.08
-0.173333	-0.08
-0.171429	-0.08
-0.169524	-0.08
-0.167619	-0.08
-0.171429	-0.0780952
-0.175238	-0.0761905
-0.179048	-0.0742857
-0.177143	-0.0742857
-0.175238	-0.0742857
-0.173333	-0.0742857
-0.171429	-0.0742857
-0.180952	-0.072381
-0.179048	-0.072381
-0.177143	-0.072381
-0.175238	-0.072381
-0.173333	-0.072381
-0.171429	-0.072381
-0.169524	-0.072381
-0.182857	-0.0704762
-0.180952	-0.0704762
-0.179048	-0.0704762
-0.177143	-0.0704762
-0.175238	-0.0704762
-0.173333	-0.0704762
-0.171429	-0.0704762
-0.169524	-0.0704762
-0.184762	-0.0685714
-0.182857	-0.0685714
-0.180952	-0.0685714
-0.179048	-0.0685714
-0.177143	-0.0685714
-0.175238	-0.0685714
-0.173333	-0.0685714
-0.171429	-0.0685714
-0.169524	-0.0685714
-0.186667	-0.0666667
-0.184762	-0.0666667
-0.182857	-0.0666667
-0.180952	-0.0666667
-0.179048	-0.0666667
-0.177143	-0.0666667
-0.175238	-0.0666667
-0.173333	-0.0666667
-0.171429	-0.0666667
-0.188571	-0.0647619
-0.186667	-0.0647619
-0.184762	-0.0647619
-0.182857	-0.0647619
-0.180952	-0.0647619
-0.179048	-0.0647619
-0.177143	-0.0647619
-0.175238	-0.0647619
-0.173333	-0.0647619
-0.171429	-0.0647619
-0.188571	-0.0628571
-0.186667	-0.0628571
-0.184762	-0.0628571
-0.182857	-0.0628571
-0.180952	-0.0628571
-0.179048	-0.0628571
-0.177143	-0.0628571
-0.175238	-0.0628571
-0.173333	-0.0628571
-0.171429	-0.0628571
-0.188571	-0.0609524
-0.186667	-0.0609524
-0.184762	-0.0609524
-0.182857	-0.0609524
-0.180952	-0.0609524
-0.179048	-0.0609524
-0.177143	-0.0609524
-0.175238	-0.0609524
-0.173333	-0.0609524
-0.186667	-0.0590476
-0.184762	-0.0590476
-0.182857	-0.0590476
-0.180952	-0.0590476
-0.179048	-0.0590476
-0.177143	-0.0590476
-0.175238	-0.0590476
-0.186667	-0.0571429
-0.184762	-0.0571429
-0.182857	-0.0571429
-0.180952	-0.0571429
-0.179048	-0.0571429
-0.177143	-0.0571429
-0.175238	-0.0571429
-0.186667	-0.0552381
-0.184762	-0.0552381
-0.182857	-0.0552381
-0.180952	-0.0552381
-0.179048	-0.0552381
-0.177143	-0.0552381
-0.175238	-0.0552381
-0.184762	-0.0533333
-0.182857	-0.0533333
-0.180952	-0.0533333
-0.179048	-0.0533333
-0.177143	-0.0533333
-0.180952	-0.0514286
-0.186667	-0.0495238
-0.184762	-0.0495238
-0.190476	-0.047619
-0.188571	-0.047619
-0.186667	-0.047619
-0.184762	-0.047619
-0.182857	-0.047619
-0.180952	-0.047619
-0.192381	-0.0457143
-0.190476	-0.0457143
-0.188571	-0.0457143
-0.186667	-0.0457143
-0.184762	-0.0457143
-0.182857	-0.0457143
-0.180952	-0.0457143
-0.179048	-0.0457143
-0.194286	-0.0438095
-0.192381	-0.0438095
-0.190476	-0.0438095
-0.188571	-0.0438095
-0.186667	-0.0438095
-0.184762	-0.0438095
-0.182857	-0.0438095
-0.180952	-0.0438095
-0.179048	-0.0438095
-0.194286	-0.0419048
-0.192381	-0.0419048
-0.190476	-0.0419048
-0.188571	-0.0419048
-0.186667	-0.0419048
-0.184762	-0.0419048
-0.182857	-0.0419048
-0.180952	-0.0419048
-0.179048	-0.0419048
-0.194286	-0.04
-0.192381	-0.04
-0.190476	-0.04
-0.188571	-0.04
-0.186667	-0.04
-0.184762	-0.04
-0.182857	-0.04
-0.180952	-0.04
-0.179048	-0.04
-0.194286	-0.0380952
-0.192381	-0.0380952
-0.190476	-0.0380952
-0.188571	-0.0380952
-0.186667	-0.0380952
-0.184762	-0.0380952
-0.182857	-0.0380952
-0.180952	-0.0380952
-0.194286	-0.0361905
-0.192381	-0.0361905
-0.190476	-0.0361905
-0.188571	-0.0361905
-0.186667	-0.0361905
-0.184762	-0.0361905
-0.182857	-0.0361905
-0.194286	-0.0342857
-0.192381	-0.0342857
-0.190476	-0.0342857
-0.188571	-0.0342857
-0.186667	-0.0342857
-0.184762	-0.0342857
-0.182857	-0.0342857
-0.194286	-0.0361905
-0.192381	-0.0361905
-0.190476	-0.0361905
-0.188571	-0.0361905
-0.186667	-0.0361905
-0.184762	-0.0361905
-0.182857	-0.0361905
-0.194286	-0.0342857
-0.192381	-0.0342857
-0.190476	-0.0342857
-0.188571	-0.0342857
-0.186667	-0.0342857
-0.184762	-0.0342857
-0.182857	-0.0342857
-0.194286	-0.032381
-0.192381	-0.032381
-0.190476	-0.032381
-0.188571	-0.032381
-0.186667	-0.032381
-0.184762	-0.032381
-0.182857	-0.032381
-0.194286	-0.0304762
-0.192381	-0.0304762
-0.190476	-0.0304762
-0.188571	-0.0304762
-0.186667	-0.0304762
-0.184762	-0.0304762
-0.182857	-0.0304762
-0.194286	-0.0285714
-0.192381	-0.0285714
-0.190476	-0.0285714
-0.188571	-0.0285714
-0.186667	-0.0285714
-0.184762	-0.0285714
-0.182857	-0.0285714
-0.194286	-0.0266667
-0.192381	-0.0266667
-0.190476	-0.0266667
-0.188571	-0.0266667
-0.186667	-0.0266667
-0.184762	-0.0266667
-0.182857	-0.0266667
-0.194286	-0.0247619
-0.192381	-0.0247619
-0.190476	-0.0247619
-0.188571	-0.0247619
-0.186667	-0.0247619
-0.184762	-0.0247619
-0.182857	-0.0247619
-0.194286	-0.0228571
-0.192381	-0.0228571
-0.190476	-0.0228571
-0.188571	-0.0228571
-0.186667	-0.0228571
-0.184762	-0.0228571
-0.182857	-0.0228571
-0.194286	-0.0209524
-0.192381	-0.0209524
-0.190476	-0.0209524
-0.188571	-0.0209524
-0.186667	-0.0209524
-0.184762	-0.0209524
-0.198095	-0.0190476
-0.19619	-0.0190476
-0.194286	-0.0190476
-0.192381	-0.0190476
-0.190476	-0.0190476
-0.188571	-0.0190476
-0.2	-0.0171429
-0.198095	-0.0171429
-0.19619	-0.0171429
-0.194286	-0.0171429
-0.192381	-0.0171429
-0.190476	-0.0171429
-0.188571	-0.0171429
-0.2	-0.0152381
-0.198095	-0.0152381
-0.19619	-0.0152381
-0.194286	-0.0152381
-0.192381	-0.0152381
-0.190476	-0.0152381
-0.188571	-0.0152381
-0.2	-0.0133333
-0.198095	-0.0133333
-0.19619	-0.0133333
-0.194286	-0.0133333
-0.192381	-0.0133333
-0.190476	-0.0133333
-0.188571	-0.0133333
-0.198095	-0.0114286
-0.19619	-0.0114286
-0.194286	-0.0114286
-0.192381	-0.0114286
-0.190476	-0.0114286
-0.2	-0.00952381
-0.198095	-0.00952381
-0.194286	-0.00952381
-0.20381	-0.00761905
-0.201905	-0.00761905
-0.2	-0.00761905
-0.198095	-0.00761905
-0.19619	-0.00761905
-0.194286	-0.00761905
-0.205714	-0.00571429
-0.20381	-0.00571429
-0.201905	-0.00571429
-0.2	-0.00571429
-0.198095	-0.00571429
-0.19619	-0.00571429
-0.194286	-0.00571429
-0.192381	-0.00571429
-0.205714	-0.00380952
-0.20381	-0.00380952
-0.201905	-0.00380952
-0.2	-0.00380952
-0.198095	-0.00380952
-0.19619	-0.00380952
-0.194286	-0.00380952
-0.192381	-0.00380952
-0.190476	-0.00380952
-0.205714	-0.00190476
-0.20381	-0.00190476
-0.201905	-0.00190476
-0.2	-0.00190476
-0.198095	-0.00190476
-0.19619	-0.00190476
-0.194286	-0.00190476
-0.192381	-0.00190476
-0.190476	-0.00190476
-0.205714	0
-0.20381	0
-0.201905	0
-0.2	0
-0.198095	0
-0.19619	0
-0.194286	0
-0.192381	0
-0.190476	0
-0.205714	0.00190476
-0.20381	0.00190476
-0.201905	0.00190476
-0.2	0.00190476
-0.198095	0.00190476
-0.19619	0.00190476
-0.194286	0.00190476
-0.192381	0.00190476
-0.207619	0.00380952
-0.205714	0.00380952
-0.20381	0.00380952
-0.201905	0.00380952
-0.2	0.00380952
-0.198095	0.00380952
-0.19619	0.00380952
-0.194286	0.00380952
-0.207619	0.00571429
-0.205714	0.00571429
-0.20381	0.00571429
-0.201905	0.00571429
-0.2	0.00571429
-0.198095	0.00571429
-0.19619	0.00571429
-0.194286	0.00571429
-0.207619	0.00761905
-0.205714	0.00761905
-0.20381	0.00761905
-0.201905	0.00761905
-0.2	0.00761905
-0.198095	0.00761905
-0.19619	0.00761905
-0.205714	0.00952381
-0.20381	0.00952381
-0.201905	0.00952381
-0.2	0.00952381
-0.198095	0.00952381
-0.207619	0.0114286
-0.205714	0.0114286
-0.20381	0.0114286
-0.201905	0.0114286
-0.2	0.0114286
-0.209524	0.0133333
-0.207619	0.0133333
-0.205714	0.0133333
-0.20381	0.0133333
-0.201905	0.0133333
-0.2	0.0133333
-0.198095	0.0133333
-0.211429	0.0152381
-0.209524	0.0152381
-0.207619	0.0152381
-0.205714	0.0152381
-0.20381	0.0152381
-0.201905	0.0152381
-0.2	0.0152381
-0.198095	0.0152381
-0.213333	0.0171429
-0.211429	0.0171429
-0.209524	0.0171429
-0.207619	0.0171429
-0.205714	0.0171429
-0.20381	0.0171429
-0.201905	0.0171429
-0.2	0.0171429
-0.198095	0.0171429
-0.215238	0.0190476
-0.213333	0.0190476
-0.211429	0.0190476
-0.209524	0.0190476
-0.207619	0.0190476
-0.205714	0.0190476
-0.20381	0.0190476
-0.201905	0.0190476
-0.2	0.0190476
-0.215238	0.0190476
-0.213333	0.0190476
-0.211429	0.0190476
-0.209524	0.0190476
-0.207619	0.0190476
-0.205714	0.0190476
-0.20381	0.0190476
-0.201905	0.0190476
-0.2	0.0190476
-0.215238	0.0209524
-0.213333	0.0209524
-0.211429	0.0209524
-0.209524	0.0209524
-0.207619	0.0209524
-0.205714	0.0209524
-0.20381	0.0209524
-0.201905	0.0209524
-0.215238	0.0228571
-0.213333	0.0228571
-0.211429	0.0228571
-0.209524	0.0228571
-0.207619	0.0228571
-0.205714	0.0228571
-0.20381	0.0228571
-0.201905	0.0228571
-0.213333	0.0247619
-0.211429	0.0247619
-0.209524	0.0247619
-0.207619	0.0247619
-0.205714	0.0247619
-0.20381	0.0247619
-0.201905	0.0247619
-0.213333	0.0266667
-0.211429	0.0266667
-0.209524	0.0266667
-0.207619	0.0266667
-0.205714	0.0266667
-0.20381	0.0266667
-0.201905	0.0266667
-0.211429	0.0285714
-0.209524	0.0285714
-0.207619	0.0285714
-0.205714	0.0285714
-0.20381	0.0285714
-0.215238	0.0304762
-0.213333	0.0304762
-0.211429	0.0304762
-0.207619	0.0304762
-0.219048	0.032381
-0.217143	0.032381
-0.215238	0.032381
-0.213333	0.032381
-0.211429	0.032381
-0.209524	0.032381
-0.207619	0.032381
-0.220952	0.0342857
-0.219048	0.0342857
-0.217143	0.0342857
-0.215238	0.0342857
-0.213333	0.0342857
-0.211429	0.0342857
-0.209524	0.0342857
-0.207619	0.0342857
-0.205714	0.0342857
-0.222857	0.0361905
-0.220952	0.0361905
-0.219048	0.0361905
-0.217143	0.0361905
-0.215238	0.0361905
-0.213333	0.0361905
-0.211429	0.0361905
-0.209524	0.0361905
-0.207619	0.0361905
-0.205714	0.0361905
-0.222857	0.0380952
-0.220952	0.0380952
-0.219048	0.0380952
-0.217143	0.0380952
-0.215238	0.0380952
-0.213333	0.0380952
-0.211429	0.0380952
-0.209524	0.0380952
-0.207619	0.0380952
-0.205714	0.0380952
-0.222857	0.04
-0.220952	0.04
-0.219048	0.04
-0.217143	0.04
-0.215238	0.04
-0.213333	0.04
-0.211429	0.04
-0.209524	0.04
-0.207619	0.04
-0.205714	0.04
-0.220952	0.0419048
-0.219048	0.0419048
-0.217143	0.0419048
-0.215238	0.0419048
-0.213333	0.0419048
-0.211429	0.0419048
-0.209524	0.0419048
-0.207619	0.0419048
-0.205714	0.0419048
-0.219048	0.0438095
-0.217143	0.0438095
-0.215238	0.0438095
-0.213333	0.0438095
-0.211429	0.0438095
-0.209524	0.0438095
-0.207619	0.0438095
-0.222857	0.0457143
-0.220952	0.0457143
-0.219048	0.0457143
-0.217143	0.0457143
-0.215238	0.0457143
-0.213333	0.0457143
-0.211429	0.0457143
-0.224762	0.047619
-0.222857	0.047619
-0.220952	0.047619
-0.219048	0.047619
-0.217143	0.047619
-0.215238	0.047619
-0.213333	0.047619
-0.211429	0.047619
-0.224762	0.0495238
-0.222857	0.0495238
-0.220952	0.0495238
-0.219048	0.0495238
-0.217143	0.0495238
-0.215238	0.0495238
-0.213333	0.0495238
-0.211429	0.0495238
-0.224762	0.0514286
-0.222857	0.0514286
-0.220952	0.0514286
-0.219048	0.0514286
-0.217143	0.0514286
-0.215238	0.0514286
-0.213333	0.0514286
-0.211429	0.0514286
-0.224762	0.0533333
-0.222857	0.0533333
-0.220952	0.0533333
-0.219048	0.0533333
-0.217143	0.0533333
-0.215238	0.0533333
-0.213333	0.0533333
-0.211429	0.0533333
-0.224762	0.0552381
-0.222857	0.0552381
-0.220952	0.0552381
-0.219048	0.0552381
-0.217143	0.0552381
-0.215238	0.0552381
-0.213333	0.0552381
-0.226667	0.0571429
-0.224762	0.0571429
-0.222857	0.0571429
-0.220952	0.0571429
-0.219048	0.0571429
-0.217143	0.0571429
-0.215238	0.0571429
-0.226667	0.0590476
-0.224762	0.0590476
-0.222857	0.0590476
-0.220952	0.0590476
-0.219048	0.0590476
-0.217143	0.0590476
-0.215238	0.0590476
-0.226667	0.0609524
-0.224762	0.0609524
-0.222857	0.0609524
-0.220952	0.0609524
-0.219048	0.0609524
-0.217143	0.0609524
-0.215238	0.0609524
-0.224762	0.0628571
-0.222857	0.0628571
-0.220952	0.0628571
-0.219048	0.0628571
-0.217143	0.0628571
-0.226667	0.0647619
-0.224762	0.0647619
-0.222857	0.0647619
-0.220952	0.0647619
-0.219048	0.0647619
-0.217143	0.0647619
-0.215238	0.0647619
-0.228571	0.0666667
-0.226667	0.0666667
-0.224762	0.0666667
-0.222857	0.0666667
-0.220952	0.0666667
-0.219048	0.0666667
-0.217143	0.0666667
-0.215238	0.0666667
-0.230476	0.0685714
-0.228571	0.0685714
-0.226667	0.0685714
-0.224762	0.0685714
-0.222857	0.0685714
-0.220952	0.0685714
-0.219048	0.0685714
-0.217143	0.0685714
-0.215238	0.0685714
-0.230476	0.0704762
-0.228571	0.0704762
-0.226667	0.0704762
-0.224762	0.0704762
-0.222857	0.0704762
-0.220952	0.0704762
-0.219048	0.0704762
-0.217143	0.0704762
-0.230476	0.072381
-0.228571	0.072381
-0.226667	0.072381
-0.224762	0.072381
-0.222857	0.072381
-0.220952	0.072381
-0.219048	0.072381
-0.230476	0.0742857
-0.228571	0.0742857
-0.226667	0.0742857
-0.224762	0.0742857
-0.222857	0.0742857
-0.220952	0.0742857
-0.230476	0.072381
-0.228571	0.072381
-0.226667	0.072381
-0.224762	0.072381
-0.222857	0.072381
-0.220952	0.072381
-0.219048	0.072381
-0.230476	0.0742857
-0.228571	0.0742857
-0.226667	0.0742857
-0.224762	0.0742857
-0.222857	0.0742857
-0.220952	0.0742857
-0.232381	0.0761905
-0.230476	0.0761905
-0.228571	0.0761905
-0.226667	0.0761905
-0.224762	0.0761905
-0.222857	0.0761905
-0.220952	0.0761905
-0.232381	0.0780952
-0.230476	0.0780952
-0.228571	0.0780952
-0.226667	0.0780952
-0.224762	0.0780952
-0.222857	0.0780952
-0.220952	0.0780952
-0.234286	0.08
-0.232381	0.08
-0.230476	0.08
-0.228571	0.08
-0.226667	0.08
-0.224762	0.08
-0.222857	0.08
-0.220952	0.08
-0.23619	0.0819048
-0.234286	0.0819048
-0.232381	0.0819048
-0.230476	0.0819048
-0.228571	0.0819048
-0.226667	0.0819048
-0.224762	0.0819048
-0.222857	0.0819048
-0.23619	0.0838095
-0.234286	0.0838095
-0.232381	0.0838095
-0.230476	0.0838095
-0.228571	0.0838095
-0.226667	0.0838095
-0.224762	0.0838095
-0.23619	0.0857143
-0.234286	0.0857143
-0.232381	0.0857143
-0.230476	0.0857143
-0.228571	0.0857143
-0.226667	0.0857143
-0.224762	0.0857143
-0.234286	0.087619
-0.232381	0.087619
-0.230476	0.087619
-0.228571	0.087619
-0.226667	0.087619
-0.230476	0.0895238
-0.23619	0.0914286
-0.234286	0.0914286
-0.24	0.0933333
-0.238095	0.0933333
-0.23619	0.0933333
-0.234286	0.0933333
-0.232381	0.0933333
-0.230476	0.0933333
-0.241905	0.0952381
-0.24	0.0952381
-0.238095	0.0952381
-0.23619	0.0952381
-0.234286	0.0952381
-0.232381	0.0952381
-0.230476	0.0952381
-0.228571	0.0952381
-0.241905	0.0971429
-0.24	0.0971429
-0.238095	0.0971429
-0.23619	0.0971429
-0.234286	0.0971429
-0.232381	0.0971429
-0.230476	0.0971429
-0.228571	0.0971429
-0.241905	0.0990476
-0.24	0.0990476
-0.238095	0.0990476
-0.23619	0.0990476
-0.234286	0.0990476
-0.232381	0.0990476
-0.230476	0.0990476
-0.228571	0.0990476
-0.24381	0.100952
-0.241905	0.100952
-0.24	0.100952
-0.238095	0.100952
-0.23619	0.100952
-0.234286	0.100952
-0.232381	0.100952
-0.230476	0.100952
-0.24381	0.102857
-0.241905	0.102857
-0.24	0.102857
-0.238095	0.102857
-0.23619	0.102857
-0.234286	0.102857
-0.232381	0.102857
-0.230476	0.102857
-0.24381	0.104762
-0.241905	0.104762
-0.24	0.104762
-0.238095	0.104762
-0.23619	0.104762
-0.234286	0.104762
-0.232381	0.104762
-0.247619	0.106667
-0.245714	0.106667
-0.24381	0.106667
-0.241905	0.106667
-0.24	0.106667
-0.238095	0.106667
-0.23619	0.106667
-0.234286	0.106667
-0.232381	0.106667
-0.249524	0.108571
-0.247619	0.108571
-0.245714	0.108571
-0.24381	0.108571
-0.241905	0.108571
-0.24	0.108571
-0.238095	0.108571
-0.23619	0.108571
-0.234286	0.108571
-0.232381	0.108571
-0.249524	0.110476
-0.247619	0.110476
-0.245714	0.110476
-0.24381	0.110476
-0.241905	0.110476
-0.24	0.110476
-0.238095	0.110476
-0.23619	0.110476
-0.234286	0.110476
-0.232381	0.110476
-0.249524	0.112381
-0.247619	0.112381
-0.245714	0.112381
-0.24381	0.112381
-0.241905	0.112381
-0.24	0.112381
-0.238095	0.112381
-0.23619	0.112381
-0.234286	0.112381
-0.249524	0.114286
-0.247619	0.114286
-0.245714	0.114286
-0.24381	0.114286
-0.241905	0.114286
-0.24	0.114286
-0.238095	0.114286
-0.23619	0.114286
-0.249524	0.11619
-0.247619	0.11619
-0.245714	0.11619
-0.24381	0.11619
-0.241905	0.11619
-0.24	0.11619
-0.238095	0.11619
-0.23619	0.11619
-0.249524	0.118095
-0.247619	0.118095
-0.245714	0.118095
-0.24381	0.118095
-0.241905	0.118095
-0.24	0.118095
-0.238095	0.118095
-0.23619	0.118095
-0.251429	0.12
-0.249524	0.12
-0.247619	0.12
-0.245714	0.12
-0.24381	0.12
-0.241905	0.12
-0.24	0.12
-0.238095	0.12
-0.251429	0.121905
-0.249524	0.121905
-0.247619	0.121905
-0.245714	0.121905
-0.24381	0.121905
-0.241905	0.121905
-0.24	0.121905
-0.251429	0.12381
-0.249524	0.12381
-0.247619	0.12381
-0.245714	0.12381
-0.24381	0.12381
-0.241905	0.12381
-0.24	0.12381
-0.251429	0.125714
-0.249524	0.125714
-0.247619	0.125714
-0.245714	0.125714
-0.24381	0.125714
-0.241905	0.125714
-0.24	0.125714
-0.255238	0.127619
-0.253333	0.127619
-0.251429	0.127619
-0.249524	0.127619
-0.247619	0.127619
-0.245714	0.127619
-0.24381	0.127619
-0.241905	0.127619
-0.255238	0.127619
-0.253333	0.127619
-0.251429	0.127619
-0.249524	0.127619
-0.247619	0.127619
-0.245714	0.127619
-0.24381	0.127619
-0.241905	0.127619
-0.257143	0.129524
-0.255238	0.129524
-0.253333	0.129524
-0.251429	0.129524
-0.249524	0.129524
-0.247619	0.129524
-0.245714	0.129524
-0.257143	0.131429
-0.255238	0.131429
-0.253333	0.131429
-0.251429	0.131429
-0.249524	0.131429
-0.247619	0.131429
-0.245714	0.131429
-0.24381	0.131429
-0.257143	0.133333
-0.255238	0.133333
-0.253333	0.133333
-0.251429	0.133333
-0.249524	0.133333
-0.247619	0.133333
-0.245714	0.133333
-0.24381	0.133333
-0.257143	0.135238
-0.255238	0.135238
-0.253333	0.135238
-0.251429	0.135238
-0.249524	0.135238
-0.247619	0.135238
-0.245714	0.135238
-0.24381	0.135238
-0.264762	0.137143
-0.260952	0.137143
-0.257143	0.137143
-0.255238	0.137143
-0.253333	0.137143
-0.251429	0.137143
-0.249524	0.137143
-0.247619	0.137143
-0.245714	0.137143
-0.24381	0.137143
-0.268571	0.139048
-0.266667	0.139048
-0.264762	0.139048
-0.262857	0.139048
-0.260952	0.139048
-0.259048	0.139048
-0.257143	0.139048
-0.255238	0.139048
-0.253333	0.139048
-0.251429	0.139048
-0.249524	0.139048
-0.247619	0.139048
-0.245714	0.139048
-0.270476	0.140952
-0.268571	0.140952
-0.266667	0.140952
-0.264762	0.140952
-0.262857	0.140952
-0.260952	0.140952
-0.259048	0.140952
-0.257143	0.140952
-0.255238	0.140952
-0.253333	0.140952
-0.251429	0.140952
-0.249524	0.140952
-0.247619	0.140952
-0.245714	0.140952
-0.270476	0.142857
-0.268571	0.142857
-0.266667	0.142857
-0.264762	0.142857
-0.262857	0.142857
-0.260952	0.142857
-0.259048	0.142857
-0.257143	0.142857
-0.255238	0.142857
-0.253333	0.142857
-0.251429	0.142857
-0.249524	0.142857
-0.247619	0.142857
-0.245714	0.142857
-0.270476	0.144762
-0.268571	0.144762
-0.266667	0.144762
-0.264762	0.144762
-0.262857	0.144762
-0.260952	0.144762
-0.259048	0.144762
-0.257143	0.144762
-0.255238	0.144762
-0.253333	0.144762
-0.251429	0.144762
-0.249524	0.144762
-0.247619	0.144762
-0.245714	0.144762
-0.268571	0.146667
-0.266667	0.146667
-0.264762	0.146667
-0.262857	0.146667
-0.260952	0.146667
-0.259048	0.146667
-0.257143	0.146667
-0.255238	0.146667
-0.253333	0.146667
-0.251429	0.146667
-0.249524	0.146667
